session,session_date,session_time,participant,sliders_correct,dict_treatment,dict_group_uid,dict_id_in_group,dict_attempt_1,dict_attempt_2,dict_attempt_3,dict_ans_check,dict_group_give,dict_group_die_1,dict_group_die_2,dict_payoff,dict_gachter_circles,bret_boxes_collected,bret_bomb,bret_payoff,svo_group_uid,svo_role,svo_1,svo_2,svo_3,svo_4,svo_5,svo_6,svo_mean_self,svo_mean_other,svo_score,svo_classification,svo_paid_choice,svo_payoff,risque_general,risque_sante,risque_argent,patience,confiance_autres,confiance_autres_general,confiance_autres_famille,confiance_autres_travail,year_of_birth,gender,nationality,marital_status,student,study_level,study_discipline,socioprofessional_group,politique,experiment_participation,part2_selected_task,comments,final_payoff
bgvzfud6,2023-06-06,15:44:36.307285,pb8cv1sj,20,2,s7g2,1,2.0,1.0,1.0,2,5,6,0,25.0,1.0,40,False,4.0,s7g4,1,0,8,8,8,1,0,91.5,56.833,9.35,individualist,1.0,85.0,6,5,5,3,0,2,9,6,1988,0,FR,0,False,5,6,5.0,3,True,2,,29.25
lumtsvlr,2023-10-05,15:13:23.781922,pc57kzpt,20,3,s16g7,2,1.0,1.0,0.0,0,5,6,0,25.0,1.0,47,True,0.0,s16g5,2,0,5,8,6,1,1,88.667,58.833,12.868,individualist,1.0,85.0,7,2,1,8,1,0,0,0,2001,1,FR,0,True,4,9,,4,True,2,,29.25
v645jz3v,2021-12-02,14:36:58.183209,pirvf1ty,19,3,s27g8,2,2.0,1.0,1.0,2,10,3,0,10.0,,20,True,0.0,s27g6,1,0,8,8,3,2,8,84.333,72.667,33.433,prosocial,3.0,85.0,5,2,3,7,0,5,7,6,1962,0,FR,3,False,0,0,5.0,4,True,1,,10.0
obg57lsl,2022-02-28,10:11:13.293633,pl390fyk,19,3,s18g10,2,1.0,0.0,0.0,1,10,3,0,10.0,,35,False,3.5,s18g8,1,0,8,8,3,4,6,82.833,73.167,35.207,prosocial,6.0,89.0,4,6,4,6,1,6,9,5,1999,1,FR,2,False,4,5,8.0,6,True,1,C'était sympa,13.5
mbii9qpy,2023-07-17,14:05:24.580245,plx0jd43,20,3,s17g5,2,1.0,1.0,2.0,1,10,1,0,10.0,2.0,20,False,2.0,s17g4,2,0,8,8,4,0,0,89.667,63.0,18.145,individualist,6.0,50.0,7,3,9,9,0,5,7,3,1999,0,FR,0,True,4,5,,6,True,2,,12.5
lumtsvlr,2023-10-05,15:13:23.948433,pmfm8tgn,20,3,s16g8,2,1.0,1.0,0.0,0,4,5,0,4.0,1.0,62,True,0.0,s16g8,2,0,7,8,7,0,8,89.0,62.833,18.214,individualist,1.0,85.0,7,4,3,2,0,2,7,0,2005,0,FR,0,True,0,26,,3,True,1,,4.0
pb87jhkl,2023-10-05,10:04:55.042206,ps2lmifj,20,1,s19g7,1,1.0,0.0,0.0,3,5,5,0,15.0,2.0,50,False,5.0,s19g5,1,0,8,8,8,0,8,90.0,61.667,16.261,individualist,5.0,100.0,7,0,7,5,1,5,8,7,2005,1,FR,0,True,0,3,,5,False,1,,20.0
zknsvvur,2021-10-07,14:05:12.340797,psa2sibm,20,3,s31g5,1,2.0,1.0,1.0,2,10,2,0,30.0,,60,False,6.0,s31g5,1,6,8,8,4,5,3,83.5,61.667,19.202,individualist,5.0,69.0,6,3,6,7,0,4,7,4,2003,0,FR,0,True,1,9,,6,False,2,"Expérience qui nous a permis de voir si on voulait prendre des risques ou non, très enrichissante au niveau de la réflexion personnelle. Merci",33.45
56arlii3,2021-10-07,09:04:01.834999,pssydbbz,20,3,s2g8,2,0.0,0.0,1.0,3,5,5,0,5.0,,33,True,0.0,s2g8,1,0,8,8,3,4,8,82.167,74.667,37.482,prosocial,3.0,85.0,3,0,3,0,1,4,10,10,1956,1,FR,2,False,4,6,7.0,2,False,2,Très bien.  Bonne expérience.  Je reviendrai volontiers,9.25
qq90voxd,2021-09-24,09:45:54.462018,pz57b65b,20,1,s22g5,1,1.0,0.0,1.0,3,5,5,0,15.0,,37,False,3.7,s22g8,1,1,7,6,7,1,1,88.667,57.833,11.452,individualist,3.0,76.0,7,0,2,5,0,10,10,10,1999,0,FR,0,True,2,6,,5,True,2,,18.8
9la3iku5,2023-06-05,14:05:06.359584,q2qz9r77,20,3,s6g6,2,1.0,1.0,0.0,0,0,1,0,0.0,3.0,25,False,2.5,s6g5,2,0,8,8,8,0,0,92.5,55.833,7.815,individualist,1.0,85.0,9,7,5,8,1,8,9,8,2003,0,FR,0,True,2,8,,3,True,1,,2.5
9la3iku5,2023-06-05,14:05:06.376210,q5pcfr44,20,3,s6g2,1,1.0,1.0,0.0,0,0,2,0,40.0,3.0,45,True,0.0,s6g3,1,0,8,8,5,2,3,87.333,65.5,22.547,prosocial,6.0,94.0,8,9,6,5,0,7,6,3,1998,1,FR,0,True,2,2,,4,True,1,Très intéressent comme enchainement de tâches.,40.0
56arlii3,2021-10-07,09:04:02.026755,q6wx6lk3,20,3,s2g3,2,1.0,1.0,0.0,0,8,5,0,8.0,,50,False,5.0,s2g3,1,4,8,8,8,0,8,90.0,55.833,8.297,individualist,3.0,85.0,7,5,2,6,0,5,7,2,2002,1,FR,0,True,0,6,,6,False,2,,12.25
obg57lsl,2022-02-28,10:11:13.276899,qih9j920,20,3,s18g9,2,1.0,1.0,0.0,0,5,1,0,5.0,,44,True,0.0,s18g11,2,0,8,8,6,3,8,85.333,68.333,27.423,prosocial,1.0,85.0,8,3,4,2,0,1,10,7,2004,1,FR,0,True,1,2,,5,False,1,"C'est plus de la chance que des calculs, je m'attendais pas à ça mais c'était sympa !",5.0
mbii9qpy,2023-07-17,14:05:24.549889,qj5gwxce,20,3,s17g2,2,0.0,1.0,2.0,2,10,1,0,10.0,1.0,90,True,0.0,s17g5,1,0,8,8,0,4,8,80.0,80.0,45.0,prosocial,3.0,85.0,8,6,5,8,1,8,10,7,2002,1,FR,0,False,2,5,8.0,2,True,2,"franchement, grave fluide et interessante, j'apprécie ce genre d'experience qui me remet en question sur mon egoisme, celui des autres, et de la confiance que je peux donner a des inconnus, le démineur aurait peut etre été plus agréable s'il était comme un vrai démineur ou l'on clique sur les cases, la partie un était très simple, globalement satisfait de l'experience",14.25
4j0x1iqn,2021-10-14,10:40:10.219021,qjquhht7,20,2,s1g5,1,0.0,0.0,1.0,0,5,1,0,25.0,,60,True,0.0,s1g4,2,0,8,8,8,0,0,92.5,55.833,7.815,individualist,2.0,50.0,8,6,1,2,0,2,9,4,2001,0,FR,0,True,0,8,,5,True,2,,27.5
pb87jhkl,2023-10-05,10:04:55.092232,qt0d605e,20,1,s19g6,2,2.0,2.0,2.0,0,5,2,0,15.0,2.0,50,False,5.0,s19g7,2,0,8,8,8,0,8,90.0,61.667,16.261,individualist,4.0,36.0,5,3,3,4,1,7,9,7,1999,1,FR,0,True,3,6,,5,True,1,Bonne expérience,20.0
kk9ja4fv,2022-02-28,11:39:50.230959,qx8ntfs1,20,1,s14g2,1,2.0,2.0,2.0,0,10,3,0,10.0,,10,False,1.0,s14g2,2,0,8,8,4,4,8,83.0,73.0,34.875,prosocial,1.0,50.0,4,0,1,5,0,4,10,3,1997,0,FR,0,True,6,17,,8,True,2,Merci pour cette experience,12.5
vffbvolu,2021-10-07,10:33:49.566971,qysx1459,20,2,s28g4,1,0.0,0.0,1.0,0,0,4,0,30.0,,50,False,5.0,s28g4,1,0,8,8,8,0,0,92.5,55.833,7.815,individualist,3.0,85.0,9,8,10,10,0,2,0,3,2001,1,FR,0,True,3,6,,8,True,1,intéréssante.,35.0
yqf918j3,2023-09-11,13:05:09.752149,r1k3hb07,40,1,s30g8,2,1.0,2.0,2.0,1,1,3,0,11.0,1.0,75,True,0.0,s30g7,2,0,8,8,4,4,8,83.0,73.0,34.875,prosocial,3.0,85.0,9,3,5,1,0,3,9,2,2004,1,FR,0,True,2,6,,5,True,1,,11.0
9la3iku5,2023-06-05,14:05:06.492958,r759dvk0,20,3,s6g3,1,1.0,1.0,0.0,0,10,4,0,30.0,1.0,50,True,0.0,s6g4,1,0,8,8,5,1,2,88.667,63.667,19.466,individualist,2.0,100.0,5,1,3,8,0,2,10,6,2000,0,FR,0,True,1,4,,5,True,1,,30.0
pb87jhkl,2023-10-05,10:04:54.900542,r94c4n3p,20,1,s19g5,2,0.0,1.0,0.0,3,10,2,0,20.0,3.0,99,True,0.0,s19g6,2,0,8,8,0,0,0,86.667,70.0,28.61,prosocial,2.0,50.0,6,2,4,7,1,7,5,7,2003,1,CM,0,True,2,0,,6,True,2,"J'aime bien cette expérience. Elle est différente de l'expérience précédente que j'ai faite. Les sujets me sont parus plus sérieux. Travailler en collaboration avec un anonyme est une nouveauté pour moi, dans ces expériences. Il fallait tenir compte de l'autre, mais ne pensez aussi à soit, sans pour autant profiter de l'autre. Le fait que je ne connaisse pas mon partenaire et que je n'ai aucune affinité avec cette personne a eu une influence sur mon choix dé répartition.",22.5
1picali9,2021-09-23,14:04:50.980222,rfarftit,20,0,s0g2,1,,,,0,10,0,0,20.0,,75,False,7.5,s0g3,1,0,8,8,4,4,8,83.0,73.0,34.875,prosocial,5.0,75.0,5,6,3,5,1,6,10,6,1998,1,FR,0,False,5,2,8.0,5,True,2,,23.75
v645jz3v,2021-12-02,14:36:58.199919,rgi3ciru,20,3,s27g6,2,1.0,1.0,0.0,0,5,4,0,25.0,,50,False,5.0,s27g7,1,0,8,8,3,4,8,82.167,74.667,37.482,prosocial,3.0,85.0,5,0,0,10,0,5,10,0,1983,0,FR,0,True,1,10,,1,False,1,"très bonne expérience pour une première , a refaire avec plaisir .",30.0
l4hdbtm8,2021-09-24,13:15:16.356137,rlckchgi,20,2,s15g6,1,0.0,0.0,1.0,0,0,5,0,30.0,,45,False,4.5,s15g6,1,0,8,8,8,0,0,92.5,55.833,7.815,individualist,4.0,85.0,6,3,6,4,0,3,7,5,1999,1,FR,0,True,5,6,,5,True,1,,34.5
77fw3e9h,2021-10-07,15:37:35.121694,rt7tyglg,20,0,s3g5,2,,,,0,0,0,0,10.0,,60,True,0.0,s3g4,2,0,8,8,8,0,0,92.5,55.833,7.815,individualist,1.0,85.0,6,2,3,2,0,4,8,2,1997,1,FR,0,False,5,7,5.0,6,True,1,,10.0
1picali9,2021-09-23,14:04:50.762927,rus0w84q,20,0,s0g3,2,,,,0,10,0,0,20.0,,45,True,0.0,s0g3,2,0,8,8,7,0,0,91.833,57.667,10.386,individualist,5.0,75.0,6,4,4,5,0,7,10,6,1997,1,FR,0,True,5,2,,7,True,1,,20.0
lumtsvlr,2023-10-05,15:13:23.714947,ry3gbzdf,20,3,s16g3,2,1.0,1.0,0.0,0,10,1,0,10.0,7.0,49,True,0.0,s16g2,1,0,8,4,5,2,8,83.0,70.5,31.849,prosocial,4.0,72.0,6,0,3,5,0,5,7,5,2005,0,FR,0,True,2,3,,7,True,1,,10.0
obg57lsl,2022-02-28,10:11:13.135273,rz1afx4n,20,3,s18g11,1,1.0,1.0,1.0,1,5,3,0,15.0,,3,False,0.3,s18g7,2,2,8,7,4,0,7,86.833,65.667,23.043,prosocial,1.0,85.0,5,6,7,6,0,5,9,5,2001,0,FR,0,True,1,8,,3,False,2,"l'expérience est aux premiers abords assez difficile à comprendre, mais plus les tâches s'enchainent plus le participant arrive à se mettre à l'aise face aux épreuves.   expérience très sympa!",19.25
ricx69vg,2021-10-07,12:35:20.485915,s0c0j3uu,20,1,s23g3,2,1.0,0.0,2.0,2,6,6,0,16.0,,10,False,1.0,s23g3,1,0,8,8,3,4,8,82.167,74.667,37.482,prosocial,6.0,85.0,5,3,7,7,0,5,10,4,2002,1,FR,0,True,0,6,,8,False,2,,20.25
1picali9,2021-09-23,14:04:50.946842,s3dmkmwx,20,0,s0g7,2,,,,0,5,0,0,15.0,,7,False,0.7,s0g7,2,8,8,8,8,0,0,92.5,44.167,-7.815,individualist,5.0,75.0,10,7,10,10,0,4,8,5,1988,1,FR,0,False,5,26,8.0,5,True,2,Intéressant.,18.75
ucou4xpq,2023-10-05,11:07:37.865638,s411d0wr,19,2,s26g7,1,0.0,0.0,1.0,0,5,1,0,25.0,3.0,53,True,0.0,s26g6,1,5,1,8,5,0,0,88.167,48.667,-2.0,individualist,4.0,72.0,6,1,3,3,0,0,9,4,2004,1,FR,0,True,0,6,,5,True,2,,28.6
qq90voxd,2021-09-24,09:45:54.578679,s61p65cw,20,1,s22g8,2,1.0,2.0,0.0,2,0,4,0,10.0,,60,False,6.0,s22g6,1,0,8,5,3,7,0,79.333,73.0,38.1,prosocial,5.0,56.0,8,5,7,2,0,0,8,5,1996,0,MG,0,True,5,6,,5,True,1,,16.0
4j0x1iqn,2021-10-14,10:40:10.285786,sbzryuit,20,2,s1g3,2,0.0,1.0,1.0,1,5,5,0,5.0,,50,False,5.0,s1g2,1,0,8,8,8,0,0,92.5,55.833,7.815,individualist,2.0,100.0,3,1,2,7,0,4,7,3,1999,1,FR,0,True,3,6,,7,True,2,,10.0
ricx69vg,2021-10-07,12:35:20.398576,sivotu07,20,1,s23g4,1,1.0,2.0,0.0,2,0,6,0,40.0,,60,True,0.0,s23g7,2,0,8,0,4,4,8,77.167,75.5,43.187,prosocial,4.0,15.0,5,7,6,4,1,6,10,7,1999,0,FR,0,True,4,6,,4,True,1,,40.0
1picali9,2021-09-23,14:04:50.913483,snz61qg8,20,0,s0g6,1,,,,0,10,0,0,20.0,,50,False,5.0,s0g6,1,0,8,8,6,2,0,89.0,61.5,16.429,individualist,6.0,100.0,5,0,0,7,0,1,3,2,1997,0,FR,0,True,5,2,,3,True,1,,25.0
t7l852vx,2023-06-06,14:04:26.826558,sqqvwcop,20,1,s24g2,2,2.0,2.0,0.0,1,5,1,0,15.0,2.0,58,False,5.8,s24g2,1,0,8,8,4,1,4,87.5,67.0,24.386,prosocial,6.0,93.0,6,6,5,4,1,7,10,7,1995,0,FR,0,False,5,26,8.0,0,True,2,,19.65
ricx69vg,2021-10-07,12:35:20.535390,styn3zq2,20,1,s23g10,2,2.0,2.0,2.0,0,5,3,0,15.0,,25,False,2.5,s23g10,2,0,8,8,8,0,0,92.5,55.833,7.815,individualist,1.0,15.0,10,7,10,2,1,10,9,6,1996,1,BF,0,True,5,6,,0,True,1,,17.5
obg57lsl,2022-02-28,10:11:13.410367,su8ufyvy,20,3,s18g10,1,1.0,0.0,2.0,2,10,3,0,10.0,,50,True,0.0,s18g9,2,0,8,8,0,0,8,84.167,75.833,37.092,prosocial,2.0,50.0,7,2,4,2,0,5,9,6,2000,0,FR,0,True,4,26,,4,True,1,,10.0
ricx69vg,2021-10-07,12:35:20.585458,syw56op7,20,1,s23g2,2,2.0,0.0,0.0,2,5,1,0,15.0,,66,True,0.0,s23g2,1,0,0,8,8,0,0,90.0,50.0,0.0,individualist,3.0,85.0,8,2,8,5,0,3,10,3,2001,1,FR,0,True,3,9,,0,True,2,,19.25
vrmpn3zv,2023-10-05,14:08:37.882354,t2oo9vlg,20,2,s29g7,2,0.0,0.0,1.0,0,5,6,0,25.0,3.0,40,False,4.0,s29g9,2,0,8,8,3,0,0,88.833,64.667,20.691,individualist,6.0,50.0,7,4,7,4,0,5,7,6,2000,1,FR,0,True,2,6,,5,True,1,l'expérience est très bien faite.,29.0
obg57lsl,2022-02-28,10:11:13.443862,t34r4odh,20,3,s18g7,1,1.0,2.0,1.0,2,0,5,0,20.0,,50,False,5.0,s18g10,1,8,0,8,8,0,0,90.0,38.333,-16.261,competitive,3.0,85.0,8,5,8,8,0,4,10,8,1982,1,DZ,2,False,5,6,2.0,6,True,2,trés intéressant elle ma obligé a me posé des question sur la personnalité et sur l egoisme et la confiance jai aimé  merci,24.25
9la3iku5,2023-06-05,14:05:06.459528,t428wek3,20,3,s6g7,1,1.0,2.0,1.0,2,9,1,0,11.0,2.0,15,False,1.5,s6g6,1,0,8,8,4,4,7,83.333,72.333,33.822,prosocial,1.0,85.0,8,1,8,6,0,0,6,0,2003,1,FR,0,True,1,25,,0,True,2,Expérience très rapide et compréhensible.,15.25
ucou4xpq,2023-10-05,11:07:37.948988,t4qfe0cf,20,2,s26g3,1,1.0,1.0,1.0,2,10,2,0,20.0,2.0,25,False,2.5,s26g4,2,0,8,8,3,4,8,82.167,74.667,37.482,prosocial,4.0,68.0,7,2,6,2,0,3,9,2,2003,0,FR,0,True,0,14,,7,True,2,,23.4
mbii9qpy,2023-07-17,14:05:24.720834,t5o7p6d9,20,3,s17g4,2,2.0,0.0,1.0,3,10,2,0,30.0,2.0,50,True,0.0,s17g2,1,0,4,2,7,1,8,82.833,63.5,22.351,individualist,6.0,85.0,10,5,8,5,0,2,5,0,2003,1,DZ,0,True,1,6,,10,True,2,,34.25
bgvzfud6,2023-06-06,15:44:36.447385,t7rwf6lz,20,2,s7g6,2,0.0,2.0,1.0,1,5,6,0,25.0,1.0,80,False,8.0,s7g6,2,0,8,0,0,0,8,78.333,78.333,45.0,prosocial,6.0,50.0,10,3,7,5,0,5,5,2,1988,1,FR,0,False,3,24,8.0,2,True,2,,27.5
56arlii3,2021-10-07,09:04:01.868359,tg5yozpl,20,3,s2g7,2,2.0,2.0,0.0,2,10,5,0,10.0,,2,False,0.2,s2g5,2,0,8,8,3,0,8,86.333,70.5,29.433,prosocial,1.0,85.0,7,6,9,8,0,9,10,8,1995,1,BJ,0,True,4,9,,5,True,2,,14.25
iska0u63,2023-06-05,15:33:09.977012,tggpp0lr,20,0,s12g7,2,,,,0,10,0,0,20.0,3.0,15,True,0.0,s12g5,2,0,8,8,2,4,3,83.0,72.833,34.68,prosocial,3.0,85.0,10,4,10,6,0,0,0,0,2002,0,FR,0,True,1,8,,5,True,1,,20.0
ucou4xpq,2023-10-05,11:07:37.815361,tobbxkej,20,2,s26g4,1,1.0,2.0,1.0,2,5,4,0,25.0,3.0,40,True,0.0,s26g5,1,0,8,8,5,4,8,83.667,71.167,32.158,prosocial,1.0,85.0,7,6,7,4,0,2,10,2,1987,0,LB,0,True,5,9,,5,True,1,,25.0
zknsvvur,2021-10-07,14:05:12.240756,tskh6tgw,20,3,s31g4,2,1.0,1.0,0.0,0,5,6,0,25.0,,72,True,0.0,s31g10,1,0,8,8,6,0,5,89.5,63.0,18.217,individualist,5.0,100.0,4,3,4,7,1,7,9,8,1999,0,FR,0,True,5,9,,3,True,1,,25.0
jh8e81hs,2021-10-14,14:35:03.764945,tu8mrljl,20,1,s13g7,2,2.0,2.0,2.0,0,10,4,0,20.0,,50,False,5.0,s13g6,1,0,8,8,8,0,0,92.5,55.833,7.815,individualist,5.0,100.0,4,5,0,9,0,4,7,1,2001,1,FR,0,True,2,16,,2,True,1,Une expérience simple à comprendre et relativement très courte. Je suis content d'y avoir participer.,25.0
zknsvvur,2021-10-07,14:05:12.174034,tuxxbxyh,20,3,s31g7,2,1.0,1.0,0.0,0,1,3,0,1.0,,50,True,0.0,s31g8,1,0,8,8,3,4,8,82.167,74.667,37.482,prosocial,6.0,85.0,6,6,3,8,1,6,9,8,1999,1,FR,0,True,2,3,,2,False,2,Cette expérience m'a fait penser au dilemme du prisonnier. Je pense qu'en coopérant tout le monde serait gagnant mais je suis conscient qu'aujourd'hui la société est relativement individualiste. Je voulais seulement rester en accord avec mes principes de base.,5.25
v645jz3v,2021-12-02,14:36:58.166542,twmmzg8s,20,3,s27g2,2,1.0,1.0,2.0,1,2,3,0,2.0,,14,False,1.4,s27g3,2,2,5,5,5,3,3,83.0,62.5,20.746,individualist,1.0,85.0,9,2,5,7,0,2,7,3,1994,1,FR,0,True,5,21,,5,True,2,,6.25
v645jz3v,2021-12-02,14:36:58.249868,txi1cz6b,20,3,s27g5,1,1.0,2.0,0.0,1,10,1,0,10.0,,20,True,0.0,s27g4,2,0,8,8,4,4,6,83.667,71.5,32.563,prosocial,6.0,72.0,4,3,7,5,1,8,10,10,2003,1,FR,0,True,1,8,,7,False,2,,13.6
vrmpn3zv,2023-10-05,14:08:37.721165,tz2iyk1y,20,2,s29g8,1,0.0,0.0,1.0,0,10,4,0,20.0,1.0,10,False,1.0,s29g6,2,0,8,8,3,2,8,84.333,72.667,33.433,prosocial,4.0,58.0,7,5,6,10,0,3,8,6,2004,0,FR,0,True,0,6,,5,True,2,Très intéressant et c'est au plaisir d'aider.,22.9
zoyfmdzc,2023-09-11,10:06:16.129491,u30vhhqc,40,0,s32g5,2,,,,0,10,0,0,20.0,2.0,50,True,0.0,s32g5,2,0,8,8,8,0,8,90.0,61.667,16.261,individualist,3.0,85.0,7,0,5,7,0,5,7,2,1996,0,FR,0,False,3,24,4.0,5,False,1,,20.0
ql3gbopg,2022-02-28,14:38:37.492894,u82on97f,20,0,s20g7,2,,,,0,1,0,0,11.0,,20,False,2.0,s20g7,1,0,8,8,4,4,8,83.0,73.0,34.875,prosocial,4.0,68.0,5,2,5,8,1,5,8,8,1993,1,DZ,0,False,5,11,2.0,5,True,2,,14.4
1picali9,2021-09-23,14:04:50.796804,uat63ycz,20,0,s0g5,1,,,,0,0,0,0,30.0,,40,True,0.0,s0g7,1,0,8,8,0,4,8,80.0,80.0,45.0,prosocial,5.0,75.0,8,3,7,4,0,6,9,8,1998,1,FR,0,True,4,6,,7,True,1,,30.0
pb87jhkl,2023-10-05,10:04:54.800509,uazm3t3y,20,1,s19g7,2,1.0,2.0,2.0,1,5,5,0,15.0,4.0,20,False,2.0,s19g4,2,0,8,8,8,0,0,92.5,55.833,7.815,individualist,3.0,91.0,7,8,6,3,0,4,4,6,2005,0,FR,0,True,0,6,,0,False,1,,17.0
mbii9qpy,2023-07-17,14:05:24.596869,ubg4kokn,20,3,s17g5,1,1.0,0.0,2.0,2,10,1,0,10.0,1.0,20,False,2.0,s17g3,1,0,8,5,3,4,6,80.667,74.167,38.24,prosocial,1.0,85.0,5,0,2,7,1,7,10,5,1999,0,TN,0,True,5,6,,5,False,1,c'etait tres aleatoire,12.0
jh8e81hs,2021-10-14,14:35:03.631563,udaq6qh2,20,1,s13g3,2,1.0,2.0,1.0,2,5,3,0,15.0,,80,True,0.0,s13g7,1,0,8,1,7,0,3,85.667,62.0,18.595,individualist,3.0,54.0,8,1,1,10,0,5,8,5,2002,1,LB,0,True,0,24,,9,False,2,,17.7
qq90voxd,2021-09-24,09:45:54.445321,ufmieej7,20,1,s22g6,2,2.0,2.0,2.0,0,5,4,0,15.0,,40,False,4.0,s22g7,2,0,8,8,4,4,8,83.0,73.0,34.875,prosocial,4.0,15.0,4,5,0,5,0,3,8,4,1994,0,FR,0,True,7,2,,5,True,2,,15.75
pb87jhkl,2023-10-05,10:04:55.058895,uhsjkzsj,20,1,s19g9,2,1.0,2.0,0.0,2,10,5,0,20.0,3.0,70,True,0.0,s19g9,2,0,8,8,0,4,8,80.0,80.0,45.0,prosocial,2.0,15.0,5,3,7,4,0,7,9,4,2005,1,FR,0,True,0,6,,3,False,1,,20.0
hib3cqt6,2023-07-17,10:14:53.365063,ulxyn0cr,20,0,s11g5,1,,,,0,5,0,0,25.0,3.0,20,False,2.0,s11g5,1,4,4,8,5,0,0,89.167,52.5,3.652,individualist,2.0,93.0,7,0,0,10,0,0,8,2,2007,0,FR,0,True,0,17,,0,True,1,"Cette expérience ma beaucoup plus, je la referai bien. Je recommande cette expérience.",27.0
tocih6v9,2021-10-14,13:05:54.517163,uszsiio1,20,0,s25g6,2,,,,0,0,0,0,10.0,,20,False,2.0,s25g6,2,0,8,8,0,4,8,80.0,80.0,45.0,prosocial,2.0,50.0,7,2,3,4,0,6,8,5,2003,0,FR,0,True,1,22,,8,False,1,,12.0
v645jz3v,2021-12-02,14:36:58.149801,uuanblna,20,3,s27g7,1,2.0,1.0,0.0,1,5,3,0,15.0,,55,True,0.0,s27g8,1,0,8,8,3,1,5,86.333,69.333,28.018,prosocial,3.0,85.0,7,0,7,5,0,5,8,2,1998,0,LB,0,True,4,2,,5,True,1,why we can only participate to 15 experiments   it would be better to participate for more or at lest 15 experiments / year,15.0
lumtsvlr,2023-10-05,15:13:23.849021,uwpcn7nl,20,3,s16g9,2,1.0,1.0,1.0,1,0,2,0,20.0,1.0,69,False,6.9,s16g10,2,8,0,0,8,0,0,84.167,40.833,-15.019,competitive,4.0,15.0,7,5,7,8,0,2,5,1,1997,1,TG,0,True,4,6,,5,True,2,Merci pour l'expérience.,20.75
iska0u63,2023-06-05,15:33:09.721336,uxqpz3ld,19,0,s12g9,1,,,,0,5,0,0,25.0,2.0,25,True,0.0,s12g8,2,2,8,8,5,0,0,90.333,58.333,11.673,individualist,3.0,85.0,6,0,6,5,0,0,7,5,1999,1,CI,0,True,4,9,,4,True,2,"Bonne expérience, elle fut facile à comprendre.",29.25
qq90voxd,2021-09-24,09:45:54.512425,v79pn9zj,20,1,s22g3,2,2.0,2.0,2.0,0,10,3,0,20.0,,25,False,2.5,s22g3,1,0,8,8,3,4,8,82.167,74.667,37.482,prosocial,3.0,85.0,8,7,9,3,1,8,10,10,1996,0,FR,0,True,5,26,,0,True,2,,24.25
l4hdbtm8,2021-09-24,13:15:16.231078,v7nihf7j,20,2,s15g3,2,0.0,0.0,1.0,0,5,2,0,25.0,,40,False,4.0,s15g2,1,0,8,8,8,0,0,92.5,55.833,7.815,individualist,2.0,100.0,6,5,4,7,0,6,8,7,1993,0,FR,1,False,5,26,2.0,6,True,2,Rapide et ludique !,30.0
ricx69vg,2021-10-07,12:35:20.669101,v8mn2669,20,1,s23g3,1,1.0,2.0,2.0,1,6,6,0,34.0,,40,True,0.0,s23g3,2,3,8,2,0,4,5,76.667,75.333,43.53,prosocial,6.0,85.0,6,3,5,7,0,4,5,5,2002,1,FR,0,True,1,6,,7,False,2,,38.25
pb87jhkl,2023-10-05,10:04:54.817242,v93hck0q,20,1,s19g3,1,1.0,0.0,2.0,2,5,2,0,35.0,4.0,50,True,0.0,s19g2,1,0,7,5,4,1,1,85.833,65.0,22.715,prosocial,3.0,72.0,6,0,6,7,0,4,7,3,2004,0,FR,0,True,2,6,,5,True,2,,38.6
8pf0hrk6,2022-02-28,13:02:19.802526,vc627ex3,20,0,s4g4,2,,,,0,10,0,0,20.0,,45,False,4.5,s4g4,1,0,8,8,4,2,3,86.667,67.333,25.301,prosocial,4.0,68.0,9,0,0,0,0,5,10,5,1991,0,FR,0,False,5,9,3.0,5,True,1,très bonne expérience qui permet de comprendre l'importance d'une décision,24.5
yqf918j3,2023-09-11,13:05:09.918833,vhvmt2rn,40,1,s30g4,1,2.0,0.0,1.0,2,5,3,0,15.0,1.0,10,False,1.0,s30g4,2,0,8,8,0,4,8,80.0,80.0,45.0,prosocial,3.0,85.0,5,4,2,7,0,5,8,3,2005,1,FR,0,True,1,9,,7,False,1,,16.0
ucou4xpq,2023-10-05,11:07:37.915665,vmkwv6a8,20,2,s26g2,1,1.0,0.0,1.0,1,6,6,0,24.0,4.0,20,False,2.0,s26g2,2,0,8,8,8,0,0,92.5,55.833,7.815,individualist,2.0,50.0,6,2,4,3,0,3,9,5,2001,1,FR,0,True,4,6,,4,True,2,,26.5
qpboszoi,2023-09-11,14:35:07.113709,vp9s8p5c,40,2,s21g2,2,0.0,0.0,1.0,0,5,1,0,5.0,3.0,70,True,0.0,s21g2,1,0,8,8,8,0,0,92.5,55.833,7.815,individualist,4.0,85.0,6,0,2,10,0,4,10,7,2005,1,FR,0,True,0,6,,6,False,2,"cette expérience ludique m'a beaucoup plu, la rémunération étant un gros plus pour un étudiant boursier. Je reviendrai dès que possible.",9.25
9la3iku5,2023-06-05,14:05:06.426215,vs6rev7o,20,3,s6g10,2,1.0,1.0,2.0,1,2,4,0,22.0,1.0,60,True,0.0,s6g10,1,0,8,8,8,0,0,92.5,55.833,7.815,individualist,2.0,100.0,2,0,1,9,0,3,5,2,1996,1,DZ,0,True,5,11,,5,True,2,,27.0
